circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,166,166.0,54679.0,369.52
HYDERABAD CENTRAL,AZAMABAD,VST,RAMNAGAR,RAMNAGAR(RAMNAGAR SEC),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,0.0,7.5
HYDERABAD CENTRAL,AZAMABAD,VST,RAMNAGAR,STREET LIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,114,114.0,21283.0,223.76
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,KACHIGUDA,STREETLIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,92,82.0,27985.0,236.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,122,122.0,46787.0,345.96
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,166,166.0,58856.0,580.32
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,217,217.0,158914.0,701.74
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,AMBEDKAR NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,10.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,GRC CT METERS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,4524.0,52.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,GRC HV LANGER HOUSE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,759.0,37.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,218,218.0,137135.0,636.37
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,SHAIKPET,GRC CT METERS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,18163.0,183.0
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,RETHI BOWLI,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,148,148.0,80232.0,343.03
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,RETHI BOWLI,WATER WORKS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,2381.0,26.25
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,SURYANAGAR,GRC CT METERS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,4372.0,50.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,SHAIKPET,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,163,163.0,65680.0,390.56
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,SURYANAGAR,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,138,138.0,88619.0,390.2
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MASAB TANK,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,184,184.0,65355.0,450.14
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,GRC CT MEHDIPATNAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,31573.0,147.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,GRC HV GOLCONDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,497.0,21.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,30-STREET LIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,79,79.0,19877.0,141.77
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,STL-32,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,87,86.0,27962.0,268.0
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,GRC ST SECTION53,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,128,116.0,41061.0,465.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,STREETLIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,65,65.0,30512.0,324.0
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,TRAFIC SIGNALS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,13120.0,42.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,HIMAYAT NAGAR,STREET LIGHTS -AE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,50,50.0,19441.0,197.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,29-STREET LIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,115,115.0,29342.0,185.57
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,GANDHI NAGAR,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,152,152.0,38954.0,663.7
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,KAVADIGUDA,GRC ST SECTION 51,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,111,110.0,33493.0,362.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SAIFABAD,26-STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,125,114.0,34387.0,569.11
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SAIFABAD,BOAT CLUB (HYDERABAD),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,11316.0,163.1
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,KAVADIGUDA,STREET LIGHT-TANKBUND,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,5940.0,47.0
HYDERABAD SOUTH,BEGUM BAZAR,SEETHARAM BAGH,KARWAN,GRC GOVT. SERVICES,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,558.0,0.01
HYDERABAD SOUTH,BEGUM BAZAR,TROOP BAZAR,SULTAN BAZAR,STREETLIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,113,110.0,28712.0,224.73
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,BEGUM BAZAR,STREETLIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,97,97.0,24894.0,278.0
HYDERABAD SOUTH,BEGUM BAZAR,SEETHARAM BAGH,KARWAN,STREETLIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,256,256.0,165287.0,567.0
HYDERABAD SOUTH,BEGUM BAZAR,TROOP BAZAR,TROOP BAZAR,STREETLIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,83,81.0,18537.0,277.0
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,GRCHV CHUDIBAZAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,133.0,2.0
HYDERABAD SOUTH,BEGUM BAZAR,SEETHARAM BAGH,MANGAL HAT,GRC HV MANGALHAT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,1904.0,6.0
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,STL CHUDI BAZAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,135,135.0,30005.0,282.72
HYDERABAD SOUTH,BEGUM BAZAR,SEETHARAM BAGH,MANGAL HAT,STREETLIGHTS MGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,270,270.0,96436.0,619.0
HYDERABAD SOUTH,BEGUM BAZAR,SEETHARAM BAGH,MANGAL HAT,WATER WORKS MGHT ,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,22.5
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,SEETHARAM PET,GRCLT/HV SEETARAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,151.0,2.0
HYDERABAD SOUTH,BEGUM BAZAR,TROOP BAZAR,PUTLI BOWLI,GOWLI GUDA (REDDY),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,139.0,1.0
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,SEETHARAM PET,STREETLIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,167,167.0,52929.0,361.25
HYDERABAD SOUTH,BEGUM BAZAR,TROOP BAZAR,PUTLI BOWLI,STREET LIGHTS (HARRY LAWRINCE),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,115,113.0,41500.0,379.2
HYDERABAD SOUTH,BEGUM BAZAR,SEETHARAM BAGH,DATTATREYA COLONY,STREETLIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,208,208.0,151945.0,336.0
HYDERABAD SOUTH,BEGUM BAZAR,SEETHARAM BAGH,DATTATREYA COLONY,WATER WORKS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,3.75
HYDERABAD SOUTH,ASMANGADH,CHANCHALGUDA,CHANCHALGUDA,PATTER MOSQUE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,834.0,2.0
HYDERABAD SOUTH,CHARMINAR,FALAKNUMA,CHANDRAYANA GUTTA,GRC,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,,0.0,24.0
HYDERABAD SOUTH,CHARMINAR,MIR ALAM,ATTAPUR,SIRIMALLE NAGAR COLONY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,2612.0,5.0
HYDERABAD SOUTH,ASMANGADH,CHANCHALGUDA,CHANCHALGUDA,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,196,196.0,104364.0,548.48
HYDERABAD SOUTH,ASMANGADH,SANTOSH NAGAR,YAKUTPURA,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,210,210.0,110779.0,461.16
HYDERABAD SOUTH,CHARMINAR,FALAKNUMA,CHANDRAYANA GUTTA,STREET LIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,311,311.0,153618.0,789.4
HYDERABAD SOUTH,ASMANGADH,CHANCHALGUDA,DABEER PURA,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,196,196.0,89903.0,517.0
HYDERABAD SOUTH,CHARMINAR,CHARMINAR,CHARMINAR,GRC CT METERS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,,0.0,9.0
HYDERABAD SOUTH,CHARMINAR,CHARMINAR,CHARMINAR,KOKAKITATTI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,71.0,2.0
HYDERABAD SOUTH,CHARMINAR,CHARMINAR,CHARMINAR,KOKARWADI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,36.0,2.0
HYDERABAD SOUTH,CHARMINAR,MIR ALAM,CHANDULAL BARADARI,STREET LIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,363,363.0,119028.0,879.29
HYDERABAD SOUTH,CHARMINAR,MIR ALAM,KISHANBAGH,84-STREETLIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,124,124.0,79101.0,247.8
HYDERABAD SOUTH,ASMANGADH,CHANCHALGUDA,MALAKPET,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,168,168.0,66609.0,408.74
HYDERABAD SOUTH,CHARMINAR,CHARMINAR,CHARMINAR,MOOSA BOWLI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,52.0,2.0
HYDERABAD SOUTH,CHARMINAR,CHARMINAR,CHARMINAR,STREET LIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,169,169.0,96979.0,351.69
HYDERABAD SOUTH,ASMANGADH,SANTOSH NAGAR,BHAVANI NAGAR,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,175,175.0,116683.0,375.12
HYDERABAD SOUTH,CHARMINAR,CHARMINAR,HUSSAINI ALAM,GRC,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,23,,0.0,36.75
HYDERABAD SOUTH,CHARMINAR,CHARMINAR,HUSSAINI ALAM,STREET LIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,252,252.0,125839.0,543.87
HYDERABAD SOUTH,CHARMINAR,FALAKNUMA,CHATRINAKA,STREET LIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,300,300.0,146811.0,706.81
HYDERABAD SOUTH,ASMANGADH,ASMANGADH,ASMANGADH,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,177,176.0,65343.0,546.0
HYDERABAD SOUTH,ASMANGADH,ASMANGADH,ASMANGADH,TOTAL HV SERVICES,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,506.0,1.0
HYDERABAD SOUTH,CHARMINAR,FALAKNUMA,FALAKNUMA,GRC,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,,0.0,21.0
HYDERABAD SOUTH,CHARMINAR,MIR ALAM,MIRALAM TANK,STREET LIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,355,355.0,99319.0,852.4
HYDERABAD SOUTH,ASMANGADH,SANTOSH NAGAR,MADANNAPET,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,208,208.0,141530.0,557.75
HYDERABAD SOUTH,CHARMINAR,CHARMINAR,MOGHAL PURA,GRC SERVISES,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,,0.0,2.0
HYDERABAD SOUTH,ASMANGADH,ASMANGADH,SAIDABAD,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,244,244.0,110381.0,694.21
HYDERABAD SOUTH,CHARMINAR,FALAKNUMA,FALAKNUMA,STREET LIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,402,332.0,94130.0,876.57
HYDERABAD SOUTH,CHARMINAR,MIR ALAM,ATTAPUR,85-STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,100,100.0,72532.0,234.0
HYDERABAD SOUTH,ASMANGADH,ASMANGADH,SALEEMNAGAR,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,253,253.0,101916.0,470.98
HYDERABAD SOUTH,CHARMINAR,MIR ALAM,ATTAPUR,GRC,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,5460.0,49.0
HYDERABAD SOUTH,ASMANGADH,SANTOSH NAGAR,SANTOSHNAGAR,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,161,160.0,60460.0,578.7
HYDERABAD SOUTH,ASMANGADH,SANTOSH NAGAR,SANTOSHNAGAR,TOTAL HV SERVICES,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,6074.0,20.0
HYDERABAD SOUTH,CHARMINAR,CHARMINAR,MOGHAL PURA,STREET LIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,217,217.0,100310.0,491.05
HYDERABAD SOUTH,ASMANGADH,CHANCHALGUDA,CHADERGHAT,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,145,144.0,54236.0,348.6
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,GANDEED,SALKAR PET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,24,11.0,1488.0,44.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,GANDEED,TUVAGADDA TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,1.0,34.0,4.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,GANDEED,VENNACHED,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,14.0,5953.0,32.13
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,AMBATONI PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,,0.0,12.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,AMMAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1924.0,10.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,MOHAMMADABAD,LINGAI PALLY MD BAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,4.0,253.0,6.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,MOHAMMADABAD,MANAGAMPET TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,144.0,8.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,MOHAMMADABAD,MANGAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,592.0,10.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,MOHAMMADABAD,MOHAMMADABAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,51,43.0,13372.0,64.1
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -III,TOWN - III -GA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,67,67.0,15311.0,153.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -III,TOWN - III -PE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,56,56.0,3487.0,153.45
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -III,TOWN-III AE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,16321.0,60.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,AYODHYANAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,782.0,10.88
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,BUDDARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,2327.0,13.62
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,CHINNADARPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,40,40.0,9032.0,74.13
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,DACHAKPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,1109.0,20.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,GUDDIMALKAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,14.0,3370.0,30.65
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,MOHAMMADABAD,MUKARLABAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,13.0,2999.0,21.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,MOHAMMADABAD,MUNDAL THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,6.0,861.0,8.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,MOHAMMADABAD,NANCHERLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,12.0,2784.0,36.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,MOHAMMADABAD,PEDDA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,2.0,230.0,4.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,MOHAMMADABAD,SANGAIPALLY HO MDBAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,213.0,14.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,GUNDYAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,27,27.0,5796.0,52.93
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,HANWADA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,24,22.0,11256.0,56.18
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,IBRAHIMBAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,1208.0,18.87
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,KISTAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,2152.0,11.49
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,KONAGANTIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,2353.0,17.24
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,MOHAMMADABAD,SHAIK PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,32,15.0,4352.0,30.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,MOHAMMADABAD,VENKAT REDDY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,9.0,4471.0,16.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,AE CT C AND O,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,17330.0,105.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,KOTHAPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,32,27.0,4784.0,47.77
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,LINGANNAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,678.0,10.57
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,MADHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,935.0,10.15
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,MUNIMOKSHAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,7872.0,30.4
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,NAGINONIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,1246.0,13.15
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,PEDDADARPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,1864.0,20.08
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,ALLIPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,4801.0,14.03
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,AMBATI PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,4951.0,18.32
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,APPAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,2174.0,13.24
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,APPANNAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,17457.0,56.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,BANDAMEEDIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,26,26.0,9757.0,82.6
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,PULPONIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,391.0,9.65
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,RAMANNAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,6.0,409.0,8.9
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,SALLONIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,3607.0,19.3
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,SHAIKPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,3439.0,23.95
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,TANKARA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,12.0,2958.0,26.4
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,BOKKALONIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,6.0,2368.0,16.05
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,BOYAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,31,31.0,6930.0,47.48
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,CHOWDERPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,8.0,1692.0,14.73
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,CHRISTAIANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,21,21.0,8847.0,73.57
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,THIRUMALAGIRI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,3116.0,15.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,VEPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,3165.0,18.61
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,YARANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,436.0,5.9
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,ABHANGAPATNAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,10.0,812.0,16.81
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,ACHARYAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,968.0,12.49
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,AE CT KOILKONDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,17502.0,7.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -I,TOWN - I -BA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,140,138.0,32648.0,336.63
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,DHARMAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,22,20.0,6674.0,38.1
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,DIVITIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,12.0,2927.0,37.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,DIVITIPALLY DUBBED,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,40,39.0,1261.0,81.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,DODLONIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,7752.0,39.9
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,ERRAVALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1821.0,16.0
